,a,b,c
36000,735,126,3
36001,796,339,2
36002,542,347,3
36003,687,988,3
36004,763,153,4
36005,751,751,4
36006,655,24,3
36007,725,9,4
36008,551,411,1
36009,934,481,4
36010,860,327,3
36011,648,202,5
36012,703,300,4
36013,62,188,3
36014,198,300,2
36015,145,176,5
36016,18,958,5
36017,851,1047,3
36018,698,751,3
36019,935,1048,3
36020,297,13,3
36021,774,920,2
36022,463,952,1
36023,246,56,1
36024,135,1217,2
36025,654,83,5
36026,13,889,3
36027,472,485,3
36028,435,155,3
36029,933,184,1
36030,511,908,4
36031,648,479,4
36032,559,210,4
36033,606,260,3
36034,635,328,3
36035,561,1069,4
36036,467,298,4
36037,839,260,2
36038,605,528,5
36039,766,1126,4
36040,808,302,5
36041,130,294,5
36042,916,825,1
36043,773,720,1
36044,409,357,5
36045,49,702,3
36046,729,300,4
36047,268,408,5
36048,549,121,4
36049,286,1105,5
36050,588,721,5
36051,561,1110,2
36052,23,134,4
36053,406,10,3
36054,210,651,4
36055,796,748,5
36056,671,554,4
36057,870,658,4
36058,378,693,4
36059,362,350,5
36060,897,633,5
36061,92,363,3
36062,532,1016,4
36063,537,530,4
36064,457,470,5
36065,719,318,5
36066,576,56,3
36067,758,208,4
36068,683,269,3
36069,457,356,4
36070,373,382,4
36071,11,727,3
36072,459,117,5
36073,527,647,5
36074,417,668,2
36075,269,659,4
36076,550,748,4
36077,568,1005,1
36078,181,1095,1
36079,663,455,2
36080,22,53,3
36081,405,435,1
36082,723,168,5
36083,686,28,4
36084,889,144,4
36085,937,1007,4
36086,174,240,1
36087,68,275,5
36088,930,282,4
36089,197,177,5
36090,589,751,4
36091,538,31,3
36092,222,540,3
36093,280,771,3
36094,651,276,4
36095,10,404,4
36096,796,731,3
36097,727,609,3
36098,942,303,4
36099,533,778,4
36100,795,70,3
36101,533,792,3
36102,521,216,2
36103,21,244,4
36104,727,755,2
36105,943,210,4
36106,7,449,3
36107,194,712,3
36108,744,50,3
36109,429,367,3
36110,323,1012,4
36111,758,25,4
36112,567,9,4
36113,770,301,4
36114,795,1,4
36115,883,204,4
36116,385,201,4
36117,843,172,3
36118,524,705,3
36119,878,432,3
36120,484,257,5
36121,712,996,4
36122,659,735,3
36123,417,216,3
36124,749,735,5
36125,698,187,2
36126,682,708,3
36127,276,21,3
36128,59,655,5
36129,43,258,5
36130,940,12,4
36131,389,274,4
36132,707,811,4
36133,465,180,3
36134,428,312,4
36135,508,474,5
36136,488,211,4
36137,472,760,5
36138,589,307,1
36139,458,823,3
36140,77,31,3
36141,503,694,5
36142,190,326,4
36143,10,40,4
36144,798,1337,3
36145,506,539,4
36146,930,137,2
36147,660,98,4
36148,328,715,2
36149,312,208,5
36150,593,193,4
36151,21,680,1
36152,224,556,1
36153,208,97,4
36154,630,98,5
36155,835,28,4
36156,263,543,5
36157,837,950,2
36158,397,1001,1
36159,933,435,4
36160,346,1011,1
36161,540,286,4
36162,648,569,3
36163,385,693,4
36164,650,235,3
36165,64,1140,1
36166,599,220,5
36167,541,755,5
36168,569,25,4
36169,532,139,5
36170,184,121,2
36171,880,1270,3
36172,864,747,3
36173,848,32,5
36174,901,58,4
36175,668,475,4
36176,916,46,4
36177,428,892,4
36178,13,554,2
36179,690,1090,3
36180,429,671,3
36181,345,42,2
36182,643,56,5
36183,716,495,4
36184,694,617,4
36185,421,197,3
36186,294,93,4
36187,497,423,3
36188,151,956,4
36189,868,178,5
36190,190,898,2
36191,506,479,4
36192,407,844,2
36193,877,60,5
36194,268,1188,3
36195,109,210,5
36196,932,1411,4
36197,900,117,2
36198,630,412,1
36199,21,876,2
36200,939,409,4
36201,796,38,5
36202,374,222,4
36203,805,174,3
36204,268,719,1
36205,450,742,4
36206,286,1280,5
36207,551,268,4
36208,430,151,4
36209,795,405,1
36210,648,117,2
36211,901,66,5
36212,355,319,5
36213,790,210,4
36214,892,526,4
36215,118,844,5
36216,622,739,2
36217,663,64,5
36218,144,12,4
36219,493,597,4
36220,424,100,5
36221,758,483,5
36222,207,411,3
36223,500,407,3
36224,653,79,4
36225,193,313,4
36226,502,301,1
36227,486,742,2
36228,269,68,3
36229,472,368,3
36230,880,93,4
36231,716,197,5
36232,909,165,5
36233,573,22,4
36234,919,14,4
36235,98,502,2
36236,692,523,3
36237,211,205,5
36238,303,805,4
36239,144,242,4
36240,416,631,3
36241,761,237,5
36242,476,319,1
36243,169,321,3
36244,478,469,3
36245,26,250,3
36246,524,845,5
36247,853,690,2
36248,600,27,3
36249,321,526,3
36250,766,648,3
36251,676,144,4
36252,297,546,3
36253,457,222,5
36254,535,79,3
36255,774,679,5
36256,939,1023,4
36257,480,169,5
36258,406,129,5
36259,581,285,5
36260,339,222,4
36261,790,168,4
36262,106,191,5
36263,378,568,4
36264,727,22,4
36265,828,475,4
36266,608,418,1
36267,727,808,2
36268,576,435,4
36269,334,423,5
36270,228,750,3
36271,585,171,3
36272,767,183,4
36273,714,257,3
36274,788,520,4
36275,435,800,4
36276,737,96,2
36277,276,356,3
36278,774,559,1
36279,352,194,3
36280,633,183,4
36281,82,87,3
36282,465,357,4
36283,571,47,3
36284,634,294,4
36285,257,113,4
36286,581,253,5
36287,222,651,4
36288,847,404,3
36289,561,3,3
36290,870,23,4
36291,825,456,3
36292,176,111,4
36293,432,249,5
36294,840,198,3
36295,713,344,5
36296,927,257,5
36297,201,396,3
36298,609,287,5
36299,217,1034,3
36300,883,83,3
36301,7,186,4
36302,745,207,2
36303,263,204,4
36304,450,501,4
36305,694,144,4
36306,733,950,4
36307,256,38,4
36308,490,126,2
36309,846,79,4
36310,652,333,4
36311,650,474,4
36312,916,58,5
36313,552,13,3
36314,394,156,4
36315,846,585,2
36316,87,121,5
36317,659,616,4
36318,200,323,3
36319,788,76,3
36320,840,478,3
36321,684,237,5
36322,707,708,3
36323,6,1,4
36324,407,1090,2
36325,766,712,3
36326,234,622,2
36327,398,367,3
36328,896,1267,2
36329,294,268,4
36330,497,144,4
36331,649,275,2
36332,243,468,3
36333,815,31,4
36334,880,49,3
36335,545,450,2
36336,727,62,3
36337,506,686,3
36338,727,230,3
36339,363,747,5
36340,88,1191,5
36341,488,526,4
36342,146,271,3
36343,387,532,3
36344,312,91,3
36345,630,687,3
36346,21,573,2
36347,5,216,1
36348,527,191,5
36349,436,1061,3
36350,7,638,4
36351,321,275,4
36352,655,178,4
36353,653,237,2
36354,90,464,5
36355,551,125,4
36356,635,327,5
36357,910,288,3
36358,521,186,4
36359,676,1483,4
36360,823,234,4
36361,394,720,2
36362,749,196,4
36363,161,315,5
36364,380,425,4
36365,553,617,4
36366,699,202,3
36367,918,630,3
36368,592,1,4
36369,313,480,5
36370,811,289,2
36371,43,699,4
36372,887,90,5
36373,66,248,4
36374,449,224,4
36375,825,984,5
36376,624,690,4
36377,472,191,5
36378,435,53,3
36379,218,431,3
36380,271,347,3
36381,442,859,3
36382,739,195,5
36383,933,50,4
36384,852,930,3
36385,84,276,4
36386,928,114,5
36387,303,106,2
36388,831,687,2
36389,326,441,2
36390,823,150,4
36391,312,663,5
36392,699,479,3
36393,540,7,4
36394,388,276,2
36395,796,185,4
36396,180,790,1
36397,637,410,2
36398,450,637,4
36399,625,169,5
36400,164,307,5
36401,907,151,4
36402,535,284,4
36403,92,1194,4
36404,496,483,4
36405,443,748,4
36406,830,968,4
36407,724,331,3
36408,445,310,1
36409,249,173,5
36410,374,978,2
36411,148,133,5
36412,325,768,3
36413,606,692,5
36414,145,410,4
36415,2,293,4
36416,64,22,4
36417,463,150,2
36418,889,71,3
36419,13,99,4
36420,269,1017,5
36421,417,391,2
36422,352,273,2
36423,405,265,2
36424,407,879,3
36425,504,204,3
36426,880,627,3
36427,660,1133,2
36428,538,181,3
36429,919,240,3
36430,409,127,4
36431,653,164,3
36432,178,260,1
36433,487,274,4
36434,276,462,4
36435,455,1028,2
36436,805,1017,3
36437,535,192,4
36438,774,453,2
36439,716,826,2
36440,851,23,4
36441,617,868,4
36442,716,58,5
36443,466,11,3
36444,429,405,3
36445,927,426,4
36446,374,872,5
36447,694,419,4
36448,405,174,5
36449,823,197,5
36450,537,484,4
36451,385,23,5
36452,784,258,5
36453,189,1065,5
36454,371,186,5
36455,334,50,5
36456,854,829,2
36457,230,195,3
36458,214,708,4
36459,343,288,2
36460,382,286,2
36461,864,9,5
36462,798,463,3
36463,495,229,3
36464,405,205,3
36465,928,487,5
36466,533,135,3
36467,68,9,4
36468,875,651,5
36469,234,273,3
36470,831,603,5
36471,271,692,4
36472,128,174,3
36473,326,705,3
36474,771,596,4
36475,922,421,4
36476,542,273,3
36477,499,143,3
36478,561,184,3
36479,870,386,4
36480,796,1057,2
36481,102,792,3
36482,807,399,4
36483,524,823,4
36484,660,196,4
36485,533,50,5
36486,872,117,4
36487,551,597,4
36488,849,133,5
36489,690,649,4
36490,618,458,3
36491,399,384,2
36492,911,501,3
36493,16,642,5
36494,182,48,3
36495,627,56,2
36496,846,218,4
36497,205,242,4
36498,498,124,3
36499,523,213,5
36500,851,284,3
36501,541,1412,1
36502,447,181,5
36503,878,317,4
36504,536,566,5
36505,454,659,2
36506,200,462,4
36507,608,475,3
36508,343,429,4
36509,313,177,4
36510,80,100,5
36511,405,641,1
36512,375,183,5
36513,322,33,4
36514,561,238,4
36515,693,222,2
36516,450,415,3
36517,181,1002,1
36518,679,95,3
36519,536,151,3
36520,755,269,5
36521,405,1062,1
36522,497,13,2
36523,460,151,3
36524,741,226,2
36525,815,623,3
36526,545,95,4
36527,764,69,5
36528,303,443,4
36529,934,152,4
36530,416,21,3
36531,623,258,4
36532,896,237,5
36533,646,319,3
36534,833,324,3
36535,796,328,5
36536,782,271,2
36537,642,769,5
36538,344,311,4
36539,159,948,2
36540,588,234,5
36541,881,112,2
36542,807,505,3
36543,627,628,4
36544,611,347,4
36545,846,662,3
36546,629,1038,3
36547,498,512,5
36548,62,129,3
36549,445,7,1
36550,429,642,4
36551,817,124,4
36552,378,218,3
36553,913,317,4
36554,786,197,3
36555,18,91,3
36556,237,357,4
36557,493,763,4
36558,424,286,4
36559,838,385,4
36560,887,431,3
36561,246,477,4
36562,193,199,5
36563,654,116,4
36564,527,238,5
36565,269,170,2
36566,655,734,3
36567,435,190,4
36568,758,385,4
36569,679,483,5
36570,692,1023,2
36571,776,194,4
36572,151,202,5
36573,354,50,4
36574,227,288,2
36575,815,163,4
36576,561,1024,3
36577,467,273,4
36578,451,884,1
36579,303,1023,2
36580,506,233,4
36581,469,483,5
36582,807,465,4
36583,758,1090,1
36584,402,476,3
36585,222,229,3
36586,913,64,5
36587,653,765,1
36588,594,483,3
36589,579,676,3
36590,374,288,4
36591,305,751,3
36592,487,195,4
36593,291,940,3
36594,456,46,3
36595,457,436,4
36596,934,902,4
36597,712,69,3
36598,786,692,4
36599,763,432,5
36600,919,277,5
36601,620,95,4
36602,583,357,5
36603,567,608,4
36604,749,637,1
36605,823,410,4
36606,939,222,5
36607,454,283,3
36608,417,191,5
36609,477,90,4
36610,708,111,4
36611,795,381,2
36612,500,237,3
36613,373,153,5
36614,13,280,4
36615,592,1059,3
36616,831,313,5
36617,292,209,5
36618,790,176,3
36619,919,690,3
36620,301,29,4
36621,653,944,2
36622,838,204,4
36623,453,354,4
36624,538,56,4
36625,870,253,4
36626,49,93,5
36627,305,171,5
36628,586,780,4
36629,805,45,4
36630,882,294,4
36631,857,348,1
36632,166,984,5
36633,774,528,4
36634,851,160,5
36635,671,117,3
36636,286,173,4
36637,694,318,5
36638,16,945,4
36639,346,472,4
36640,733,220,2
36641,770,326,4
36642,899,470,4
36643,422,717,3
36644,385,236,2
36645,295,417,5
36646,25,133,3
36647,334,185,4
36648,318,514,2
36649,48,98,5
36650,916,222,3
36651,177,322,2
36652,675,223,1
36653,548,343,4
36654,608,42,5
36655,94,997,4
36656,864,132,5
36657,758,1052,5
36658,774,273,1
36659,647,29,4
36660,225,606,5
36661,299,179,4
36662,262,69,4
36663,407,1188,2
36664,746,232,3
36665,692,326,3
36666,450,50,5
36667,896,143,4
36668,695,305,3
36669,642,959,5
36670,884,382,5
36671,870,172,4
36672,280,228,3
36673,635,688,2
36674,524,447,5
36675,727,128,4
36676,506,516,4
36677,252,224,4
36678,453,826,1
36679,660,79,2
36680,328,720,3
36681,916,49,3
36682,683,358,2
36683,796,785,5
36684,775,270,2
36685,464,16,4
36686,542,47,5
36687,708,819,3
36688,877,737,1
36689,450,223,3
36690,768,248,3
36691,823,514,5
36692,923,762,4
36693,591,580,2
36694,332,31,4
36695,943,824,4
36696,318,94,4
36697,704,648,5
36698,401,582,4
36699,905,117,3
36700,613,28,3
36701,569,508,3
36702,454,526,4
36703,825,106,4
36704,592,939,3
36705,416,520,5
36706,795,105,1
36707,887,252,4
36708,246,748,1
36709,843,1157,3
36710,543,528,4
36711,566,467,3
36712,848,489,5
36713,882,988,5
36714,805,28,3
36715,405,1195,1
36716,843,628,2
36717,868,159,2
36718,407,269,3
36719,815,496,5
36720,764,472,3
36721,303,204,4
36722,568,179,2
36723,416,928,3
36724,669,23,4
36725,455,1,4
36726,937,258,4
36727,259,298,4
36728,882,210,4
36729,802,445,3
36730,654,317,4
36731,733,19,5
36732,28,117,4
36733,503,277,4
36734,719,293,3
36735,747,1179,1
36736,752,271,5
36737,625,23,4
36738,164,405,5
36739,551,363,4
36740,535,614,5
36741,848,443,5
36742,496,77,2
36743,648,90,3
36744,406,702,3
36745,618,655,4
36746,339,649,5
36747,378,97,5
36748,606,1039,4
36749,288,345,5
36750,145,64,4
36751,454,202,3
36752,862,215,4
36753,94,125,1
36754,831,31,4
36755,758,388,3
36756,528,485,2
36757,615,517,5
36758,541,418,5
36759,389,693,4
36760,230,621,2
36761,753,23,2
36762,654,195,4
36763,897,546,4
36764,472,405,5
36765,848,419,5
36766,181,1331,1
36767,610,135,3
36768,38,356,2
36769,792,840,2
36770,723,988,1
36771,449,1367,4
36772,795,710,3
36773,537,1154,1
36774,361,611,4
36775,785,1,4
36776,363,29,1
36777,823,588,3
36778,257,936,4
36779,130,470,2
36780,460,1137,3
36781,630,125,3
36782,637,815,2
36783,49,270,2
36784,533,724,4
36785,642,931,4
36786,535,42,3
36787,224,276,3
36788,277,278,1
36789,682,925,3
36790,801,358,4
36791,623,153,3
36792,339,197,5
36793,747,64,5
36794,788,200,4
36795,468,423,4
36796,527,285,5
36797,145,652,5
36798,221,809,3
36799,537,642,4
36800,565,970,4
36801,885,210,5
36802,334,328,3
36803,890,527,4
36804,908,47,3
36805,103,181,4
36806,486,7,5
36807,269,739,1
36808,788,629,1
36809,851,681,1
36810,923,815,4
36811,59,51,5
36812,352,39,5
36813,186,540,4
36814,82,112,1
36815,301,69,5
36816,407,629,3
36817,836,793,2
36818,886,549,3
36819,340,584,3
36820,234,183,4
36821,896,478,5
36822,453,471,4
36823,400,749,4
36824,755,875,1
36825,665,151,3
36826,757,313,3
36827,245,597,4
36828,393,628,4
36829,727,465,2
36830,487,568,4
36831,471,151,2
36832,805,659,3
36833,699,112,3
36834,148,234,3
36835,577,1032,3
36836,886,1074,2
36837,171,315,4
36838,851,301,3
36839,814,675,3
36840,618,96,3
36841,30,242,5
36842,837,258,4
36843,159,298,5
36844,452,288,2
36845,498,887,3
36846,627,210,3
36847,76,628,2
36848,883,124,5
36849,332,974,4
36850,406,1101,4
36851,661,514,3
36852,101,7,3
36853,251,742,5
36854,802,234,5
36855,161,210,2
36856,758,628,4
36857,417,72,4
36858,401,707,2
36859,592,730,4
36860,788,639,3
36861,313,15,2
36862,508,655,4
36863,814,288,4
36864,405,999,1
36865,389,418,4
36866,889,700,3
36867,640,96,5
36868,15,280,3
36869,732,286,5
36870,474,58,4
36871,536,49,3
36872,790,959,3
36873,405,1404,1
36874,756,300,4
36875,796,367,5
36876,280,367,5
36877,815,705,5
36878,462,539,3
36879,47,683,3
36880,393,48,2
36881,637,151,5
36882,878,116,2
36883,416,78,2
36884,787,352,2
36885,892,357,5
36886,805,191,4
36887,517,823,2
36888,111,304,4
36889,630,832,2
36890,26,1010,2
36891,298,127,5
36892,49,1075,2
36893,708,934,4
36894,450,82,3
36895,90,509,5
36896,391,963,5
36897,551,88,4
36898,293,696,2
36899,76,56,5
36900,60,661,4
36901,565,166,4
36902,904,275,5
36903,189,503,3
36904,62,127,4
36905,682,185,4
36906,191,345,4
36907,815,472,1
36908,431,302,3
36909,749,223,4
36910,587,690,3
36911,553,524,5
36912,327,393,3
36913,682,168,5
36914,848,176,4
36915,721,326,4
36916,479,82,4
36917,901,89,3
36918,834,127,5
36919,425,144,4
36920,551,471,5
36921,15,220,4
36922,561,921,3
36923,716,127,5
36924,722,678,3
36925,806,81,5
36926,887,96,4
36927,407,134,5
36928,749,164,3
36929,303,81,4
36930,506,79,5
36931,416,827,4
36932,622,978,2
36933,830,134,3
36934,402,258,4
36935,296,257,5
36936,478,41,3
36937,886,186,4
36938,298,435,5
36939,796,86,5
36940,727,1250,1
36941,28,200,2
36942,526,123,3
36943,305,597,2
36944,782,993,3
36945,655,285,4
36946,344,13,3
36947,718,1165,3
36948,201,644,3
36949,782,244,4
36950,601,475,4
36951,293,252,2
36952,574,327,3
36953,724,304,4
36954,445,273,2
36955,249,144,4
36956,813,988,3
36957,468,118,3
36958,452,531,4
36959,749,291,4
36960,92,554,2
36961,537,979,2
36962,629,381,4
36963,800,1047,3
36964,795,7,5
36965,101,820,3
36966,871,272,2
36967,890,194,5
36968,781,232,3
36969,486,886,3
36970,646,1022,4
36971,886,241,4
36972,881,15,3
36973,435,404,2
36974,329,185,3
36975,656,347,4
36976,573,134,4
36977,919,126,4
36978,711,269,5
36979,481,86,5
36980,889,81,4
36981,301,323,4
36982,918,381,5
36983,409,1541,4
36984,875,98,5
36985,611,354,3
36986,453,24,4
36987,198,480,4
36988,476,175,4
36989,847,456,1
36990,116,326,2
36991,409,98,5
36992,690,53,2
36993,653,191,5
36994,268,227,4
36995,904,66,4
36996,537,1050,2
36997,201,192,4
36998,699,321,3
36999,457,174,5
37000,314,801,3
37001,848,588,3
37002,851,122,2
37003,745,515,4
37004,429,432,4
37005,747,189,4
37006,514,118,2
37007,640,663,5
37008,475,286,2
37009,429,729,2
37010,773,1018,3
37011,645,956,4
37012,682,274,4
37013,387,580,5
37014,804,163,3
37015,818,288,5
37016,586,423,2
37017,585,59,4
37018,881,849,2
37019,751,386,3
37020,881,197,3
37021,456,97,4
37022,303,64,5
37023,917,476,5
37024,96,216,4
37025,774,447,1
37026,918,514,2
37027,405,168,1
37028,559,523,4
37029,543,118,3
37030,882,662,3
37031,913,276,3
37032,1,75,4
37033,877,692,4
37034,167,674,2
37035,243,8,5
37036,741,265,5
37037,614,9,4
37038,870,487,4
37039,854,1016,2
37040,605,371,5
37041,782,322,4
37042,766,212,5
37043,141,815,4
37044,328,778,3
37045,698,490,3
37046,58,255,4
37047,766,419,3
37048,833,819,1
37049,7,202,3
37050,62,276,5
37051,618,471,3
37052,682,475,3
37053,450,357,5
37054,307,660,3
37055,452,427,4
37056,860,312,4
37057,399,172,3
37058,677,286,1
37059,332,833,5
37060,295,79,4
37061,152,487,5
37062,523,168,4
37063,435,713,5
37064,484,4,4
37065,357,274,4
37066,394,364,3
37067,177,628,2
37068,454,692,5
37069,682,1067,3
37070,271,461,5
37071,94,735,5
37072,848,495,2
37073,668,538,5
37074,389,23,4
37075,796,71,4
37076,285,198,5
37077,472,1011,4
37078,308,153,5
37079,604,164,4
37080,536,188,3
37081,755,304,4
37082,497,96,4
37083,763,97,3
37084,145,88,5
37085,561,607,5
37086,545,434,3
37087,711,485,4
37088,416,10,3
37089,109,403,5
37090,56,97,3
37091,328,1478,3
37092,630,735,2
37093,367,559,4
37094,828,1622,1
37095,796,357,4
37096,655,268,3
37097,337,520,5
37098,835,281,4
37099,194,435,4
37100,682,385,3
37101,14,222,4
37102,890,195,5
37103,551,461,3
37104,240,349,1
37105,496,183,2
37106,39,313,4
37107,846,699,3
37108,715,17,3
37109,673,327,4
37110,394,672,3
37111,325,604,4
37112,198,474,5
37113,18,116,5
37114,327,2,2
37115,184,372,3
37116,682,31,3
37117,560,1163,3
37118,334,810,3
37119,918,428,5
37120,479,455,4
37121,711,51,4
37122,13,815,4
37123,269,133,3
37124,880,412,3
37125,843,96,3
37126,531,313,5
37127,936,628,1
37128,918,1099,4
37129,8,177,4
37130,807,385,4
37131,826,271,4
37132,912,423,5
37133,506,210,5
37134,787,937,3
37135,533,1173,4
37136,201,1428,4
37137,280,1297,4
37138,886,49,4
37139,409,435,3
37140,743,408,4
37141,501,93,4
37142,28,323,3
37143,933,433,1
37144,268,466,3
37145,487,222,4
37146,750,749,3
37147,505,237,3
37148,933,4,3
37149,330,151,4
37150,404,754,3
37151,548,690,3
37152,648,368,2
37153,406,64,4
37154,766,1050,3
37155,101,1028,3
37156,286,762,2
37157,468,249,3
37158,514,393,3
37159,823,433,4
37160,454,316,4
37161,809,302,5
37162,758,238,5
37163,717,888,5
37164,373,132,3
37165,525,7,3
37166,177,153,4
37167,417,746,5
37168,858,678,1
37169,435,609,4
37170,398,663,2
37171,936,818,4
37172,573,283,4
37173,352,385,4
37174,405,377,1
37175,648,384,4
37176,524,239,2
37177,391,186,5
37178,896,219,3
37179,488,705,4
37180,867,276,1
37181,303,542,2
37182,553,479,5
37183,474,924,4
37184,681,682,1
37185,554,696,3
37186,847,93,1
37187,704,197,5
37188,873,269,2
37189,899,231,1
37190,102,172,3
37191,586,233,4
37192,601,1073,2
37193,815,28,4
37194,58,462,4
37195,425,1089,2
37196,7,507,5
37197,279,630,4
37198,456,588,3
37199,429,293,4
37200,90,607,5
37201,440,1105,5
37202,871,937,3
37203,92,225,3
37204,590,864,1
37205,537,404,3
37206,385,135,3
37207,912,523,4
37208,371,42,3
37209,281,342,1
37210,500,846,3
37211,707,1018,3
37212,796,869,4
37213,486,297,4
37214,548,316,4
37215,327,1007,4
37216,73,660,4
37217,579,655,3
37218,276,95,5
37219,207,1333,3
37220,713,345,3
37221,6,192,4
37222,465,98,4
37223,234,417,3
37224,425,89,4
37225,695,300,1
37226,719,137,1
37227,437,204,5
37228,497,849,2
37229,296,1284,4
37230,831,316,3
37231,896,28,2
37232,184,736,3
37233,817,358,4
37234,637,125,3
37235,358,582,5
37236,416,473,2
37237,828,1196,2
37238,836,663,5
37239,592,298,5
37240,593,255,5
37241,42,655,3
37242,669,290,2
37243,542,48,5
37244,263,465,4
37245,655,1011,3
37246,397,991,1
37247,551,770,2
37248,875,187,4
37249,422,370,2
37250,498,204,2
37251,650,209,3
37252,615,707,3
37253,392,289,5
37254,669,258,2
37255,85,412,3
37256,567,513,4
37257,394,403,4
37258,659,357,4
37259,605,462,5
37260,311,942,5
37261,94,586,1
37262,864,549,3
37263,334,1525,4
37264,642,376,3
37265,6,268,3
37266,299,274,3
37267,615,631,4
37268,889,1110,3
37269,564,302,3
37270,13,736,4
37271,551,274,2
37272,15,118,1
37273,753,211,4
37274,716,417,3
37275,458,433,4
37276,497,413,3
37277,596,895,3
37278,868,228,5
37279,815,479,4
37280,561,724,3
37281,731,648,4
37282,393,298,4
37283,474,498,4
37284,804,402,3
37285,455,28,4
37286,402,168,5
37287,757,684,4
37288,593,699,4
37289,425,217,1
37290,429,157,4
37291,65,98,4
37292,374,148,4
37293,805,167,3
37294,639,648,3
37295,450,700,1
37296,715,232,4
37297,143,323,3
37298,474,302,5
37299,591,393,4
37300,60,419,3
37301,846,1286,4
